perturbagen	entrez_gene_id	z_score	symbol	status	direction	nlog10_bonferroni_pval
6419	51073	-8.383	MRPL4	imputed	down	12.475
6419	64960	-5.479	MRPS15	imputed	down	3.557
6419	23107	-4.657	MRPS27	imputed	down	1.682
6419	2956	-4.774	MSH6	measured	down	2.753
6419	6307	-4.607	MSMO1	imputed	down	1.577
6419	7978	4.522	MTERF1	imputed	up	1.401
6419	9650	-4.592	MTFR1	measured	down	2.367
6419	4522	-6.376	MTHFD1	imputed	down	5.928
6419	79594	6.251	MUL1	imputed	up	5.577
6419	4595	4.876	MUTYH	imputed	up	2.153
6419	4599	4.701	MX1	imputed	up	1.775
6419	54587	4.475	MXRA8	imputed	up	1.305
6419	4602	5.222	MYB	imputed	up	2.940
6419	4638	5.949	MYLK	measured	up	5.579
6419	4643	5.163	MYO1E	imputed	up	2.802
6419	55930	6.037	MYO5C	imputed	up	4.992
6419	7593	5.510	MZF1	imputed	up	3.633
6419	26151	4.555	NAT9	imputed	up	1.469
6419	89795	6.220	NAV3	imputed	up	5.491
6419	23397	-5.163	NCAPH	imputed	down	2.802
6419	8648	6.718	NCOA1	imputed	up	6.922
6419	4705	-5.406	NDUFA10	imputed	down	3.379
6419	51079	-4.850	NDUFA13	imputed	down	2.096
6419	4704	-7.374	NDUFA9	imputed	down	8.969
6419	4708	-5.352	NDUFB2	imputed	down	3.248
6419	4722	-4.674	NDUFS3	imputed	down	1.717
6419	4734	5.430	NEDD4	imputed	up	3.437
6419	91754	4.569	NEK9	imputed	up	1.498
6419	4790	5.130	NFKB1	imputed	up	2.726
6419	4793	4.059	NFKBIB	measured	up	1.317
6419	4799	6.109	NFX1	imputed	up	5.187
6419	29922	-5.169	NME7	imputed	down	2.816
6419	51070	-6.096	NOSIP	measured	down	5.973
6419	4862	5.171	NPAS2	imputed	up	2.821
6419	10360	-5.126	NPM3	imputed	down	2.717
6419	4883	6.178	NPR3	imputed	up	5.375
6419	4885	-7.276	NPTX2	imputed	down	8.651
6419	9975	5.624	NR1D2	imputed	up	3.917
6419	2908	6.530	NR3C1	measured	up	7.192
6419	4929	5.202	NR4A2	imputed	up	2.893
6419	4899	4.648	NRF1	imputed	up	1.663
6419	63899	5.422	NSUN3	imputed	up	3.417
6419	64943	-4.952	NT5DC2	measured	down	3.144
6419	4915	5.648	NTRK2	imputed	up	3.977
6419	10726	-5.120	NUDC	imputed	down	2.703
6419	79873	6.608	NUDT18	imputed	up	6.597
6419	4927	-5.231	NUP88	measured	down	3.783
6419	4931	-5.651	NVL	measured	down	4.807
6419	4938	4.780	OAS1	imputed	up	1.944
6419	4940	6.297	OAS3	imputed	up	5.706
6419	79676	6.977	OGFOD2	imputed	up	7.708
6419	25903	5.059	OLFML2B	imputed	up	2.563
6419	64172	5.063	OSGEPL1	imputed	up	2.572
6419	9180	6.347	OSMR	imputed	up	5.846
6419	55074	-4.523	OXR1	imputed	down	1.403
6419	5029	5.443	P2RY2	imputed	up	3.469
6419	10536	4.818	P3H3	imputed	up	2.026
6419	54681	7.438	P4HTM	measured	up	10.000
6419	8106	-5.086	PABPN1	imputed	down	2.625
6419	5058	4.423	PAK1	measured	up	2.021
6419	55003	-5.666	PAK1IP1	imputed	down	4.023
6419	56924	8.378	PAK6	measured	up	13.279
6419	51025	-5.134	PAM16	imputed	down	2.735
6419	5069	8.216	PAPPA	imputed	up	11.865
6419	54956	4.843	PARP16	imputed	up	2.081
6419	10038	-5.360	PARP2	measured	down	4.089
6419	10039	4.510	PARP3	imputed	up	1.376
6419	7849	5.519	PAX8	measured	up	4.477
6419	63935	4.688	PCIF1	imputed	up	1.747
6419	11333	-5.071	PDAP1	imputed	down	2.590
6419	5136	4.667	PDE1A	imputed	up	1.703
6419	5144	5.652	PDE4D	imputed	up	3.988
6419	5166	4.570	PDK4	imputed	up	1.500
6419	9124	7.487	PDLIM1	measured	up	10.162
6419	8682	-4.504	PEA15	imputed	down	1.364
6419	55825	4.214	PECR	measured	up	1.610
6419	57161	6.479	PELI2	imputed	up	6.222
6419	27043	-5.695	PELP1	imputed	down	4.097
6419	5179	5.031	PENK	imputed	up	2.499
6419	5193	7.147	PEX12	imputed	up	8.240
6419	5191	5.671	PEX7	imputed	up	4.036
6419	5223	-4.669	PGAM1	measured	down	2.529
6419	5225	7.032	PGC	imputed	up	7.879
6419	51131	4.957	PHF11	imputed	up	2.333
6419	9488	7.079	PIGB	measured	up	8.848
6419	84720	5.243	PIGO	imputed	up	2.989
6419	80235	6.529	PIGZ	imputed	up	6.367
6419	55011	-5.036	PIH1D1	measured	down	3.333
6419	5287	5.540	PIK3C2B	measured	up	4.529
6419	113791	5.765	PIK3IP1	imputed	up	4.276
6419	5300	-5.342	PIN1	measured	down	4.046
6419	8396	7.849	PIP4K2B	measured	up	11.387
6419	8398	5.701	PLA2G6	imputed	up	4.112
6419	5337	5.392	PLD1	imputed	up	3.345
6419	5339	5.201	PLEC	imputed	up	2.891
6419	5354	4.627	PLP1	imputed	up	1.618
6419	5359	5.364	PLSCR1	measured	up	4.099
6419	5366	-5.338	PMAIP1	measured	down	4.037
6419	6490	5.347	PMEL	imputed	up	3.236
6419	5375	7.452	PMP2	imputed	up	9.224
6419	9533	-4.775	POLR1C	measured	down	2.755
6419	5437	-4.749	POLR2H	imputed	down	1.877
6419	5438	-5.506	POLR2I	measured	down	4.445
6419	29954	5.123	POMT2	imputed	up	2.710
6419	10891	5.541	PPARGC1A	imputed	up	3.710
6419	9677	4.669	PPIP5K1	imputed	up	1.707
6419	5528	4.908	PPP2R5D	imputed	up	2.224
6419	5531	-8.758	PPP4C	imputed	down	13.890
6419	5538	-5.944	PPT1	imputed	down	4.744
6419	5542	4.856	PRB1	imputed	up	2.109
6419	7799	5.089	PRDM2	imputed	up	2.632
6419	51422	4.240	PRKAG2	measured	up	1.660
6419	5583	8.816	PRKCH	measured	up	14.935
6419	5617	6.124	PRL	imputed	up	5.228
6419	27339	-5.292	PRPF19	imputed	down	3.105
6419	64063	5.535	PRSS22	imputed	up	3.695
6419	58497	5.852	PRUNE	measured	up	5.323
6419	5683	-5.655	PSMA2	imputed	down	3.995
6419	5696	6.620	PSMB8	measured	up	7.454
6419	5706	-6.445	PSMC6	imputed	down	6.125
6419	5713	-4.533	PSMD7	imputed	down	1.423
6419	5720	9.699	PSME1	measured	up	18.526
6419	5721	-8.495	PSME2	measured	down	13.713
6419	5753	5.195	PTK6	imputed	up	2.877
6419	5800	-7.928	PTPRO	imputed	down	10.840
6419	5836	-4.228	PYGL	measured	down	1.637
6419	9727	4.794	RAB11FIP3	imputed	up	1.974
6419	4218	-6.678	RAB8A	imputed	down	6.804
6419	5899	4.637	RALB	measured	up	2.461
6419	5925	4.331	RB1	measured	up	1.838
6419	64080	9.580	RBKS	measured	up	18.023
6419	9904	6.754	RBM19	imputed	up	7.030
6419	23029	-7.585	RBM34	measured	down	10.488
6419	27303	4.929	RBMS3	imputed	up	2.271
6419	27316	-5.803	RBMX	imputed	down	4.374
6419	9986	-4.526	RCE1	imputed	down	1.409
6419	5965	-4.766	RECQL	imputed	down	1.914
6419	9400	7.288	RECQL5	imputed	up	8.690
6419	5971	9.554	RELB	measured	up	17.914
6419	5649	5.062	RELN	imputed	up	2.570
6419	5984	-6.107	RFC4	imputed	down	5.181
6419	8625	-4.730	RFXANK	imputed	down	1.837
6419	10636	4.805	RGS14	imputed	up	1.998
6419	376412	5.926	RNF126P1	imputed	up	4.696
6419	55819	-4.791	RNF130	imputed	down	1.968
6419	51444	-5.492	RNF138	imputed	down	3.589
6419	9604	5.662	RNF14	imputed	up	4.013
6419	9781	4.475	RNF144A	imputed	up	1.305
6419	26001	-6.867	RNF167	measured	down	8.193
6419	149603	-5.531	RNF187	imputed	down	3.685
6419	54476	5.022	RNF216	imputed	up	2.479
6419	55178	-4.803	RNMTL1	imputed	down	1.994
6419	6051	-4.825	RNPEP	imputed	down	2.042
6419	6094	7.391	ROM1	imputed	up	9.024
6419	22934	-6.461	RPIA	measured	down	6.993
6419	116832	7.657	RPL39L	measured	up	10.730
6419	6184	-8.742	RPN1	measured	down	14.650
6419	10557	4.266	RPP38	measured	up	1.711
6419	23076	-4.888	RRP1B	measured	down	3.002
6419	6284	-7.534	S100A13	measured	down	10.318
6419	6275	4.087	S100A4	measured	up	1.369
6419	6277	4.910	S100A6	imputed	up	2.228
6419	386627	4.985	SAP30L-AS1	imputed	up	2.396
6419	49855	5.199	SCAPER	imputed	up	2.886
6419	51435	5.164	SCARA3	imputed	up	2.804
6419	23256	-5.192	SCFD1	imputed	down	2.870
6419	255812	-4.940	SDHAP1	imputed	down	2.295
6419	8436	6.503	SDPR	imputed	up	6.292
6419	23541	5.055	SEC14L2	imputed	up	2.554
6419	10427	-4.605	SEC24B	imputed	down	1.572
6419	7869	4.587	SEMA3B	imputed	up	1.535
6419	23176	4.501	SEPT8	imputed	up	1.358
6419	12	10.000	SERPINA3	imputed	up	19.005
6419	5274	6.623	SERPINI1	imputed	up	6.641
6419	2810	5.060	SFN	measured	up	3.387
6419	259230	6.118	SGMS1	imputed	up	5.211
6419	79729	6.784	SH3D21	imputed	up	7.120
6419	6472	-7.148	SHMT2	imputed	down	8.243
6419	284266	7.229	SIGLEC15	imputed	up	8.501
6419	150094	5.518	SIK1	imputed	up	3.653
6419	23387	6.638	SIK3	imputed	up	6.685
6419	23410	4.792	SIRT3	measured	up	2.792
6419	10736	-4.633	SIX2	imputed	down	1.631
6419	7884	-6.240	SLBP	imputed	down	5.547
6419	6560	6.342	SLC12A4	imputed	up	5.832
6419	9121	6.408	SLC16A5	imputed	up	6.019
6419	26503	4.888	SLC17A5	imputed	up	2.180
6419	6573	4.734	SLC19A1	imputed	up	1.845
6419	6507	4.831	SLC1A3	imputed	up	2.055
6419	6509	9.864	SLC1A4	measured	up	19.234
6419	6510	-5.046	SLC1A5	imputed	down	2.533
6419	9187	4.884	SLC24A1	imputed	up	2.171
6419	10165	4.836	SLC25A13	measured	up	2.888
6419	291	-4.282	SLC25A4	measured	down	1.742
6419	1836	5.490	SLC26A2	imputed	up	3.584
6419	10559	-5.395	SLC35A1	measured	down	4.174
6419	23443	5.564	SLC35A3	measured	up	4.589
6419	51006	4.823	SLC35C2	imputed	up	2.037
6419	54978	4.655	SLC35F6	imputed	up	1.677
6419	206358	7.716	SLC36A1	imputed	up	10.109
6419	55334	5.122	SLC39A9	imputed	up	2.707
6419	54946	4.958	SLC41A3	imputed	up	2.335
6419	80736	5.320	SLC44A4	imputed	up	3.172
6419	6533	5.485	SLC6A6	imputed	up	3.571
6419	6548	4.586	SLC9A1	imputed	up	1.533
6419	23315	4.821	SLC9A8	imputed	up	2.033
6419	4088	4.579	SMAD3	measured	up	2.340
6419	6598	-7.223	SMARCB1	imputed	down	8.482
6419	8243	-4.362	SMC1A	measured	down	1.899
6419	9887	-4.921	SMG7	imputed	down	2.253
6419	10285	-5.615	SMNDC1	measured	down	4.716
6419	54498	5.521	SMOX	imputed	up	3.660
6419	64750	-4.883	SMURF2	imputed	down	2.169
6419	6616	7.702	SNAP25	measured	up	10.883
6419	6643	-4.842	SNX2	imputed	down	2.079
6419	8724	-4.878	SNX3	imputed	down	2.158
6419	9655	6.279	SOCS5	imputed	up	5.655
6419	9306	5.978	SOCS6	imputed	up	4.834
6419	10580	4.518	SORBS1	imputed	up	1.392
6419	6683	5.391	SPAST	imputed	up	3.342
6419	6696	6.723	SPP1	measured	up	7.759
6419	6711	5.128	SPTBN1	imputed	up	2.721
6419	80763	5.665	SPX	imputed	up	4.020
6419	58472	6.048	SQRDL	measured	up	5.843
6419	6714	10.000	SRC	measured	up	19.827
6419	140890	-4.568	SREK1	imputed	down	1.496
6419	5552	4.539	SRGN	imputed	up	1.436
6419	6728	-6.147	SRP19	imputed	down	5.290
6419	8406	5.286	SRPX	imputed	up	3.091
6419	10929	4.499	SRSF8	imputed	up	1.354
6419	6749	-7.273	SSRP1	imputed	down	8.642
6419	8869	6.531	ST3GAL5	measured	up	7.195
6419	10610	6.450	ST6GALNAC2	measured	up	6.961
6419	90627	7.776	STARD13	imputed	up	10.314
6419	6772	6.360	STAT1	measured	up	6.705
6419	6774	5.518	STAT3	measured	up	4.475
6419	26872	4.908	STEAP1	imputed	up	2.224
6419	10494	-5.446	STK25	measured	down	4.298
6419	55351	4.708	STK32B	imputed	up	1.790
6419	10273	-6.287	STUB1	measured	down	6.500
6419	6804	5.066	STX1A	measured	up	3.401
6419	8803	-5.208	SUCLA2	imputed	down	2.907
6419	6839	5.446	SUV39H1	measured	up	4.298
6419	23512	-4.506	SUZ12	measured	down	2.190
6419	79987	4.632	SVEP1	imputed	up	1.629
6419	6840	5.066	SVIL	imputed	up	2.579
6419	23345	5.486	SYNE1	imputed	up	3.574
6419	6867	4.620	TACC1	imputed	up	1.604
6419	6871	6.653	TADA2A	imputed	up	6.730
6419	6878	-4.516	TAF6	imputed	down	1.388
6419	55080	5.149	TAPBPL	imputed	up	2.770
6419	9797	8.659	TATDN2	measured	up	14.332
6419	54662	4.508	TBC1D13	imputed	up	1.372
6419	9779	5.518	TBC1D5	imputed	up	3.653
6419	9238	-5.680	TBRG4	imputed	down	4.058
6419	6909	4.697	TBX2	measured	up	2.588
6419	9895	5.956	TECPR2	imputed	up	4.775
6419	26136	-6.810	TES	measured	down	8.020
6419	54997	4.800	TESC	imputed	up	1.987
6419	7027	-4.787	TFDP1	measured	down	2.781
6419	7048	8.265	TGFBR2	measured	up	12.864
6419	7060	6.638	THBS4	imputed	up	6.685
6419	221981	6.229	THSD7A	imputed	up	5.516
6419	57103	-4.658	TIGAR	imputed	down	1.684
6419	26519	-5.688	TIMM10	imputed	down	4.079
6419	10245	-4.372	TIMM17B	measured	down	1.919
6419	29928	5.819	TIMM22	measured	up	5.237
6419	26520	-7.285	TIMM9	measured	down	9.502
6419	26277	4.623	TINF2	imputed	up	1.610
6419	261726	-4.545	TIPRL	imputed	down	1.448
6419	7082	4.391	TJP1	measured	up	1.957
6419	7084	5.115	TK2	imputed	up	2.691
6419	4071	5.289	TM4SF1	imputed	up	3.098
6419	79838	5.403	TMC5	imputed	up	3.371
6419	54732	-4.681	TMED9	imputed	down	1.732
6419	55273	5.226	TMEM100	imputed	up	2.949
6419	79073	-6.212	TMEM109	measured	down	6.291
6419	375346	6.382	TMEM110	measured	up	6.767
6419	144404	7.406	TMEM120B	imputed	up	9.073
6419	23670	6.220	TMEM2	measured	up	6.313
6419	10329	4.264	TMEM5	measured	up	1.707
6419	80021	4.580	TMEM62	imputed	up	1.520
6419	29766	4.798	TMOD3	imputed	up	1.983
6419	7126	5.256	TNFAIP1	imputed	up	3.020
6419	7139	5.560	TNNT2	imputed	up	3.757
6419	7148	7.127	TNXB	imputed	up	8.177
6419	10452	-4.845	TOMM40	imputed	down	2.085
6419	9868	-4.320	TOMM70A	measured	down	1.816
6419	7153	-4.127	TOP2A	measured	down	1.444
6419	7185	4.663	TRAF1	imputed	up	1.694
6419	66008	5.669	TRAK2	measured	up	4.852
6419	9697	4.145	TRAM2	measured	up	1.478
6419	7109	4.584	TRAPPC10	imputed	up	1.529
6419	27095	-5.268	TRAPPC3	measured	down	3.870
6419	79090	6.340	TRAPPC6A	measured	up	6.648
6419	85363	4.757	TRIM5	imputed	up	1.894
6419	54795	5.397	TRPM4	imputed	up	3.357
6419	80746	5.976	TSEN2	measured	up	5.650
6419	7102	7.466	TSPAN7	imputed	up	9.270
6419	23270	4.648	TSPYL4	imputed	up	1.663
6419	79770	4.842	TXNDC15	imputed	up	2.079
6419	7299	5.880	TYR	imputed	up	4.575
6419	55253	4.909	TYW1	imputed	up	2.226
6419	7307	-4.726	U2AF1	imputed	down	1.828
6419	8266	4.661	UBL4A	imputed	up	1.690
6419	7347	-4.902	UCHL3	imputed	down	2.211
6419	64718	5.422	UNKL	imputed	up	3.417
6419	9958	-4.821	USP15	imputed	down	2.033
6419	10868	4.608	USP20	imputed	up	1.579
6419	9712	6.153	USP6NL	measured	up	6.129
6419	7874	5.525	USP7	measured	up	4.492
6419	7402	4.780	UTRN	imputed	up	1.944
6419	7419	-5.527	VDAC3	imputed	down	3.675
6419	50853	6.553	VILL	imputed	up	6.437
6419	51160	7.768	VPS28	measured	up	11.108
6419	51542	6.264	VPS54	imputed	up	5.614
6419	8976	-4.714	WASL	imputed	down	1.802
6419	64743	-4.506	WDR13	imputed	down	1.368
6419	80232	-5.292	WDR26	imputed	down	3.105
6419	22884	4.957	WDR37	imputed	up	2.333
6419	7466	4.940	WFS1	measured	up	3.117
6419	25937	5.782	WWTR1	imputed	up	4.320
6419	7504	5.442	XK	imputed	up	3.466
6419	8531	-6.228	YBX3	imputed	down	5.513
6419	26137	5.535	ZBTB20	imputed	up	3.695
6419	9923	7.549	ZBTB40	imputed	up	9.546
6419	23099	5.389	ZBTB43	imputed	up	3.337
6419	79683	4.659	ZDHHC14	imputed	up	1.686
6419	79752	-5.371	ZFAND1	imputed	down	3.294
6419	10771	4.589	ZMYND11	imputed	up	1.539
6419	7701	6.343	ZNF142	imputed	up	5.835
6419	7743	6.397	ZNF189	imputed	up	5.988
6419	63925	4.678	ZNF335	imputed	up	1.726
6419	7596	5.363	ZNF45	imputed	up	3.275
6419	26036	4.176	ZNF451	measured	up	1.537
6419	9849	6.294	ZNF518A	imputed	up	5.697
6419	54807	9.641	ZNF586	measured	up	18.280
6419	9640	6.672	ZNF592	imputed	up	6.786
6419	7553	5.625	ZNF7	imputed	up	3.919
6419	7626	6.977	ZNF75D	imputed	up	7.708
6419	100289678	4.683	ZNF783	imputed	up	1.736
6419	10467	-4.619	ZNHIT1	imputed	down	1.602
6419	64288	7.101	ZSCAN31	imputed	up	8.095
6419	23053	-6.003	ZSWIM8	imputed	down	4.901
6419	23140	4.999	ZZEF1	imputed	up	2.427
6446	4609	-4.216	MYC	measured	down	1.614
6446	5018	-8.020	OXA1L	measured	down	11.985
6446	5223	-4.333	PGAM1	measured	down	1.842
6446	5693	-5.722	PSMB5	imputed	down	4.165
6464	57406	7.766	ABHD6	measured	up	11.101
6464	154	6.742	ADRB2	measured	up	7.816
6464	695	4.351	BTK	measured	up	1.878
6464	25966	7.657	C2CD2	measured	up	10.730
6464	2353	-4.860	FOS	measured	down	2.940
6464	55008	4.286	HERC6	measured	up	1.750
6464	10190	5.205	TXNDC9	measured	up	3.722
6472	124583	-5.346	CANT1	measured	down	4.056
6472	79080	-4.556	CCDC86	measured	down	2.293
6472	2697	-4.795	GJA1	imputed	down	1.977
6472	4118	5.370	MAL	imputed	up	3.292
6474	9289	6.649	ADGRG1	measured	up	7.540
6474	310	-4.802	ANXA7	measured	down	2.814
6474	64422	-4.246	ATG3	measured	down	1.672
6474	533	-7.463	ATP6V0B	measured	down	10.082
6474	6790	-4.634	AURKA	measured	down	2.455
6474	25966	6.108	C2CD2	measured	up	6.006
6474	874	-5.402	CBR3	measured	down	4.191
6474	991	-4.461	CDC20	measured	down	2.098
6474	1001	4.487	CDH3	measured	up	2.151
6474	1026	11.493	CDKN1A	measured	up	26.854
6474	1066	7.129	CES1	imputed	up	8.183
6474	56942	-4.746	CMC2	imputed	down	1.871
6474	10695	6.122	CNPY3	measured	up	6.044
6474	1301	5.712	COL11A1	imputed	up	4.140
6474	54205	-5.537	CYCS	measured	down	4.522
6474	55184	4.513	DZANK1	imputed	up	1.382
6474	1870	4.735	E2F2	measured	up	2.669
6474	256364	4.933	EML3	measured	up	3.101
6474	58478	-6.848	ENOPH1	measured	down	8.135
6474	2048	5.061	EPHB2	measured	up	3.389
6474	22905	4.965	EPN2	measured	up	3.173
6474	2166	4.479	FAAH	imputed	up	1.313
6474	2171	-13.470	FABP5	imputed	down	36.817
6474	55793	5.072	FAM63A	measured	up	3.415
6474	2274	-5.198	FHL2	measured	down	3.706
6474	4303	7.499	FOXO4	measured	up	10.201
6474	81544	6.229	GDPD5	measured	up	6.338
6474	2745	8.144	GLRX	measured	up	12.427
6474	2852	7.581	GPER1	measured	up	10.474
6474	8520	-5.368	HAT1	measured	down	4.109
6474	3066	-4.387	HDAC2	measured	down	1.949
6474	55008	4.666	HERC6	measured	up	2.522
6474	3091	-5.505	HIF1A	measured	down	4.442
6474	3108	4.935	HLA-DMA	measured	up	3.106
6474	8091	-5.028	HMGA2	measured	down	3.315
6474	51155	-5.116	HN1	imputed	down	2.694
6474	3329	-4.326	HSPD1	measured	down	1.828
6474	3383	4.811	ICAM1	measured	up	2.833
6474	7866	-5.157	IFRD2	measured	down	3.610
6474	3551	4.682	IKBKB	measured	up	2.556
6474	9641	6.244	IKBKE	measured	up	6.380
6474	3553	10.518	IL1B	measured	up	22.156
6474	23210	-4.059	JMJD6	measured	down	1.317
6474	10112	-4.460	KIF20A	measured	down	2.096
6474	3815	4.240	KIT	measured	up	1.660
6474	3964	4.394	LGALS8	measured	up	1.963
6474	3988	-5.620	LIPA	measured	down	4.729
6474	55604	4.941	LRRC16A	measured	up	3.119
6474	9053	4.057	MAP7	measured	up	1.313
6474	10962	-4.594	MLLT11	measured	down	2.371
6474	6182	-4.570	MRPL12	measured	down	2.321
6474	51021	-6.215	MRPS16	measured	down	6.299
6474	51001	-4.981	MTERF3	measured	down	3.209
6474	10797	-5.263	MTHFD2	measured	down	3.858
6474	9961	4.564	MVP	measured	up	2.309
6474	64428	4.259	NARFL	measured	up	1.697
6474	8204	-4.473	NRIP1	measured	down	2.122
6474	9688	-6.377	NUP93	measured	down	6.753
6474	9943	-4.850	OXSR1	measured	down	2.918
6474	5467	4.483	PPARD	measured	up	2.143
6474	5588	4.145	PRKCQ	measured	up	1.478
6474	11098	-5.324	PRSS23	measured	down	4.003
6474	58497	4.882	PRUNE	measured	up	2.988
6474	8624	-6.934	PSMG1	measured	down	8.398
6474	2185	4.630	PTK2B	measured	up	2.447
6474	64080	5.765	RBKS	measured	up	5.098
6474	390	-5.561	RND3	imputed	down	3.759
6474	22934	-4.158	RPIA	measured	down	1.503
6474	6184	-4.815	RPN1	measured	down	2.842
6474	23076	-5.026	RRP1B	measured	down	3.310
6474	12	5.043	SERPINA3	imputed	up	2.527
6474	5054	7.327	SERPINE1	measured	up	9.638
6474	27244	5.237	SESN1	measured	up	3.797
6474	387893	-4.530	SETD8	imputed	down	1.417
6474	10237	-4.571	SLC35B1	measured	down	2.324
6474	8243	-7.085	SMC1A	measured	down	8.867
6474	8869	4.907	ST3GAL5	measured	up	3.044
6474	25976	-6.431	TIPARP	measured	down	6.907
6474	23585	-4.950	TMEM50A	measured	down	3.139
6474	10318	4.272	TNIP1	measured	up	1.722
6474	10190	-6.101	TXNDC9	measured	down	5.987
6474	7296	-9.960	TXNRD1	measured	down	19.652
6474	11065	-5.565	UBE2C	measured	down	4.591
6474	9246	4.607	UBE2L6	measured	up	2.398
6474	23326	-4.135	USP22	measured	down	1.459
6474	8287	4.552	USP9Y	imputed	up	1.462
6474	23038	4.174	WDTC1	measured	up	1.534
6474	10730	-4.311	YME1L1	measured	down	1.799
6474	51385	5.843	ZNF589	measured	up	5.300
6474	11130	-4.509	ZWINT	imputed	down	1.374
6477	51024	-4.086	FIS1	measured	down	1.367
6477	3628	-4.834	INPP1	measured	down	2.883
6477	5583	4.380	PRKCH	measured	up	1.935
6477	22827	-4.171	PUF60	measured	down	1.528
6493	664	-7.488	BNIP3	measured	down	10.165
6493	665	-4.546	BNIP3L	measured	down	2.272
6493	1052	5.026	CEBPD	measured	up	3.310
6493	1301	4.620	COL11A1	imputed	up	1.604
6493	3337	5.731	DNAJB1	measured	up	5.010
6493	2171	-5.442	FABP5	imputed	down	3.466
6493	3303	7.261	HSPA1A	measured	up	9.425
6493	3315	7.962	HSPB1	measured	up	11.781
6493	8870	-6.035	IER3	measured	down	5.808
6493	4067	4.370	LYN	measured	up	1.915
6493	8204	-4.650	NRIP1	measured	down	2.489
6493	5468	-4.594	PPARG	measured	down	2.371
6493	79600	4.474	TCTN1	measured	up	2.124
6493	57215	-4.724	THAP11	measured	down	2.646
6493	25976	-7.180	TIPARP	measured	down	9.166
6493	23670	-5.319	TMEM2	measured	down	3.991
6493	7296	-4.463	TXNRD1	measured	down	2.102
6502	51599	4.281	LSR	measured	up	1.740
6502	6304	4.674	SATB1	measured	up	2.539
6505	55256	-4.115	ADI1	measured	down	1.422
6505	891	-4.918	CCNB1	measured	down	3.068
6505	51466	4.432	EVL	measured	up	2.039
6505	8324	4.481	FZD7	measured	up	2.139
6505	4118	6.201	MAL	imputed	up	5.439
6510	1870	4.282	E2F2	measured	up	1.742
6510	2697	-4.989	GJA1	imputed	down	2.405
6510	6714	4.341	SRC	measured	up	1.858
6520	994	-4.099	CDC25B	measured	down	1.392
6520	1066	5.344	CES1	imputed	up	3.229
6520	1475	4.729	CSTA	imputed	up	1.834
6520	2064	-4.453	ERBB2	measured	down	2.082
6520	9709	4.347	HERPUD1	measured	up	1.870
6520	55148	5.299	UBR7	measured	up	3.944
6522	16	5.894	AARS	measured	up	5.433
6522	10263	5.587	CDK2AP2	imputed	up	3.824
6522	79174	13.506	CRELD2	measured	up	37.851
6522	4189	6.274	DNAJB9	imputed	up	5.641
6522	5611	6.336	DNAJC3	imputed	up	5.815
6522	9695	10.016	EDEM1	measured	up	19.897
6522	2171	-6.985	FABP5	imputed	down	7.733
6522	51303	5.767	FKBP11	imputed	up	4.281
6522	55033	5.189	FKBP14	measured	up	3.685
6522	2286	5.146	FKBP2	imputed	up	2.763
6522	2745	4.867	GLRX	measured	up	2.955
6522	9709	12.111	HERPUD1	measured	up	30.044
6522	6782	4.696	HSPA13	imputed	up	1.764
6522	3309	5.421	HSPA5	imputed	up	3.415
6522	10525	7.908	HYOU1	measured	up	11.592
6522	7873	8.692	MANF	imputed	up	13.636
6522	51001	-5.709	MTERF3	measured	down	4.954
6522	56005	5.833	MYDGF	imputed	up	4.452
6522	4925	15.945	NUCB2	measured	up	53.520
6522	9601	7.350	PDIA4	imputed	up	8.891
6522	10130	4.756	PDIA6	imputed	up	1.892
6522	5479	5.261	PPIB	imputed	up	3.032
6522	5831	6.283	PYCR1	measured	up	6.488
6522	5883	4.682	RAD9A	measured	up	2.556
6522	5909	7.179	RAP1GAP	measured	up	9.163
6522	5925	4.882	RB1	measured	up	2.988
6522	6184	7.093	RPN1	measured	up	8.892
6522	23753	9.063	SDF2L1	imputed	up	15.084
6522	6400	5.159	SEL1L	imputed	up	2.793
6522	9197	5.125	SLC33A1	imputed	up	2.714
6522	10237	10.772	SLC35B1	measured	up	23.341
6522	6747	4.593	SSR3	imputed	up	1.547
6522	10972	5.315	TMED10	measured	up	3.982
6522	7494	5.389	XBP1	measured	up	4.159
6541	8312	4.788	AXIN1	measured	up	2.783
6541	994	-5.213	CDC25B	measured	down	3.741
6541	58478	-4.528	ENOPH1	measured	down	2.235
6541	2171	-8.722	FABP5	imputed	down	13.751
6541	51021	-4.500	MRPS16	measured	down	2.177
6541	64428	4.756	NARFL	measured	up	2.714
6541	8800	4.375	PEX11A	measured	up	1.925
6541	6915	4.281	TBXA2R	measured	up	1.740
6584	5331	4.775	PLCB3	measured	up	2.755
6598	10057	4.067	ABCC5	measured	up	1.332
6598	23089	-5.202	PEG10	imputed	down	2.893
6601	2697	-4.684	GJA1	imputed	down	1.739
6601	12	6.453	SERPINA3	imputed	up	6.148
6605	25	6.155	ABL1	measured	up	6.134
6605	8318	-4.057	CDC45	measured	down	1.313
6605	54205	-5.270	CYCS	measured	down	3.875
6605	10489	-4.553	LRRC41	measured	down	2.286
6605	29916	4.879	SNX11	measured	up	2.982
6605	6813	-4.689	STXBP2	measured	down	2.571
6605	54881	4.335	TEX10	measured	up	1.846
6622	54504	4.567	CPVL	imputed	up	1.493
6622	9093	-4.560	DNAJA3	measured	down	2.301
